x,y,time_seconds,current_time,postID,screenshot_filename
735,317,295.81615899999997,2024-06-21 19:04:16.072,20,
738,315,295.832814,2024-06-21 19:04:16.103,20,
742,315,295.849468,2024-06-21 19:04:16.119,20,
738,320,295.866123,2024-06-21 19:04:16.135,20,
736,322,295.88277800000003,2024-06-21 19:04:16.150,20,
734,319,295.89943300000004,2024-06-21 19:04:16.166,20,
739,317,295.91608600000006,2024-06-21 19:04:16.182,20,
738,319,295.93274099999996,2024-06-21 19:04:16.197,20,
730,320,295.949396,2024-06-21 19:04:16.215,20,
728,319,295.96605,2024-06-21 19:04:16.229,20,
729,323,295.982705,2024-06-21 19:04:16.245,20,
730,328,295.99936,2024-06-21 19:04:16.261,20,
731,330,296.01601400000004,2024-06-21 19:04:16.276,20,
736,327,296.03266900000006,2024-06-21 19:04:16.303,20,
736,327,296.04932299999996,2024-06-21 19:04:16.318,20,
734,326,296.065977,2024-06-21 19:04:16.333,20,
853,358,296.082632,2024-06-21 19:04:16.349,20,
969,394,296.099288,2024-06-21 19:04:16.365,20,
992,402,296.115942,2024-06-21 19:04:16.380,20,
997,398,296.13259700000003,2024-06-21 19:04:16.396,20,
1003,394,296.14925200000005,2024-06-21 19:04:16.416,20,
1000,394,296.16590600000006,2024-06-21 19:04:16.428,20,
1005,394,296.18255999999997,2024-06-21 19:04:16.444,20,
1006,390,296.199215,2024-06-21 19:04:16.468,20,
996,385,296.21587,2024-06-21 19:04:16.475,20,
1001,386,296.232524,2024-06-21 19:04:16.491,20,
1015,392,296.249179,2024-06-21 19:04:16.516,20,
1010,393,296.26583400000004,2024-06-21 19:04:16.523,20,
1003,393,296.28248700000006,2024-06-21 19:04:16.539,20,
1009,393,296.29914199999996,2024-06-21 19:04:16.570,20,
1010,395,296.315797,2024-06-21 19:04:16.586,20,
1003,391,296.332451,2024-06-21 19:04:16.601,20,
1004,383,296.349106,2024-06-21 19:04:16.618,20,
908,429,296.365761,2024-06-21 19:04:16.633,20,
801,481,296.38241500000004,2024-06-21 19:04:16.649,20,
556,748,296.39906900000005,2024-06-21 19:04:16.665,20,
547,754,296.41572400000007,2024-06-21 19:04:16.680,20,
542,751,296.43237899999997,2024-06-21 19:04:16.696,20,
550,756,296.449033,2024-06-21 19:04:16.715,20,
554,749,296.465688,2024-06-21 19:04:16.728,20,
552,747,296.482343,2024-06-21 19:04:16.744,20,
546,748,296.49899700000003,2024-06-21 19:04:16.760,20,
538,752,296.51565100000005,2024-06-21 19:04:16.775,20,
542,758,296.53230600000006,2024-06-21 19:04:16.791,20,
549,760,296.54895999999997,2024-06-21 19:04:16.815,20,
549,767,296.565615,2024-06-21 19:04:16.823,20,
543,765,296.58227,2024-06-21 19:04:16.854,20,
540,757,296.598924,2024-06-21 19:04:16.870,20,
570,762,296.615579,2024-06-21 19:04:16.885,20,
640,764,296.63223300000004,2024-06-21 19:04:16.901,20,
697,763,296.64888700000006,2024-06-21 19:04:16.917,20,
691,759,296.66554199999996,2024-06-21 19:04:16.933,20,
